1672531200,0.0,-40.0
1672534800,15.0,-38.64
1672538400,30.0,-34.64
1672542000,45.0,-28.28
1672545600,60.0,-20.0
1672549200,75.0,-10.35
1672552800,90.0,0.0
1672556400,105.0,10.35
1672560000,120.0,20.0
1672563600,135.0,28.28
1672567200,150.0,34.64
1672570800,165.0,38.64
1672574400,180.0,40.0
1672578000,195.0,38.64
1672581600,210.0,34.64
1672585200,225.0,28.28
1672588800,240.0,20.0
1672592400,255.0,10.35
1672596000,270.0,0.0
1672599600,285.0,-10.35
1672603200,300.0,-20.0
1672606800,315.0,-28.28
1672610400,330.0,-34.64
1672614000,345.0,-38.64
1672617600,0.0,-40.0
1672621200,15.0,-38.64
1672624800,30.0,-34.64
1672628400,45.0,-28.28
1672632000,60.0,-20.0
1672635600,75.0,-10.35
1672639200,90.0,0.0
1672642800,105.0,10.35
1672646400,120.0,20.0
1672650000,135.0,28.28
1672653600,150.0,34.64
1672657200,165.0,38.64
1672660800,180.0,40.0
1672664400,195.0,38.64
1672668000,210.0,34.64
1672671600,225.0,28.28
1672675200,240.0,20.0
1672678800,255.0,10.35
1672682400,270.0,0.0
1672686000,285.0,-10.35
1672689600,300.0,-20.0
1672693200,315.0,-28.28
1672696800,330.0,-34.64
1672700400,345.0,-38.64
1672704000,0.0,-40.0
1672707600,15.0,-38.64
1672711200,30.0,-34.64
1672714800,45.0,-28.28
1672718400,60.0,-20.0
1672722000,75.0,-10.35
1672725600,90.0,0.0
1672729200,105.0,10.35
1672732800,120.0,20.0
1672736400,135.0,28.28
1672740000,150.0,34.64
1672743600,165.0,38.64
1672747200,180.0,40.0
1672750800,195.0,38.64
1672754400,210.0,34.64
1672758000,225.0,28.28
1672761600,240.0,20.0
1672765200,255.0,10.35
1672768800,270.0,0.0
1672772400,285.0,-10.35
1672776000,300.0,-20.0
1672779600,315.0,-28.28
1672783200,330.0,-34.64
1672786800,345.0,-38.64
1672790400,0.0,-40.0
1672794000,15.0,-38.64
1672797600,30.0,-34.64
1672801200,45.0,-28.28
1672804800,60.0,-20.0
1672808400,75.0,-10.35
1672812000,90.0,0.0
1672815600,105.0,10.35
1672819200,120.0,20.0
1672822800,135.0,28.28
1672826400,150.0,34.64
1672830000,165.0,38.64
1672833600,180.0,40.0
1672837200,195.0,38.64
1672840800,210.0,34.64
1672844400,225.0,28.28
1672848000,240.0,20.0
1672851600,255.0,10.35
1672855200,270.0,0.0
1672858800,285.0,-10.35
1672862400,300.0,-20.0
1672866000,315.0,-28.28
1672869600,330.0,-34.64
1672873200,345.0,-38.64
1672876800,0.0,-40.0
1672880400,15.0,-38.64
1672884000,30.0,-34.64
1672887600,45.0,-28.28
1672891200,60.0,-20.0
1672894800,75.0,-10.35
1672898400,90.0,0.0
1672902000,105.0,10.35
1672905600,120.0,20.0
1672909200,135.0,28.28
1672912800,150.0,34.64
1672916400,165.0,38.64
1672920000,180.0,40.0
1672923600,195.0,38.64
1672927200,210.0,34.64
1672930800,225.0,28.28
1672934400,240.0,20.0
1672938000,255.0,10.35
1672941600,270.0,0.0
1672945200,285.0,-10.35
1672948800,300.0,-20.0
1672952400,315.0,-28.28
1672956000,330.0,-34.64
1672959600,345.0,-38.64
1672963200,0.0,-40.0
1672966800,15.0,-38.64
1672970400,30.0,-34.64
1672974000,45.0,-28.28
1672977600,60.0,-20.0
1672981200,75.0,-10.35
1672984800,90.0,0.0
1672988400,105.0,10.35
1672992000,120.0,20.0
1672995600,135.0,28.28
1672999200,150.0,34.64
1673002800,165.0,38.64
1673006400,180.0,40.0
1673010000,195.0,38.64
1673013600,210.0,34.64
1673017200,225.0,28.28
1673020800,240.0,20.0
1673024400,255.0,10.35
1673028000,270.0,0.0
1673031600,285.0,-10.35
1673035200,300.0,-20.0
1673038800,315.0,-28.28
1673042400,330.0,-34.64
1673046000,345.0,-38.64
1673049600,0.0,-40.0
1673053200,15.0,-38.64
1673056800,30.0,-34.64
1673060400,45.0,-28.28
1673064000,60.0,-20.0
1673067600,75.0,-10.35
1673071200,90.0,0.0
1673074800,105.0,10.35
1673078400,120.0,20.0
1673082000,135.0,28.28
1673085600,150.0,34.64
1673089200,165.0,38.64
1673092800,180.0,40.0
1673096400,195.0,38.64
1673100000,210.0,34.64
1673103600,225.0,28.28
1673107200,240.0,20.0
1673110800,255.0,10.35
1673114400,270.0,0.0
1673118000,285.0,-10.35
1673121600,300.0,-20.0
1673125200,315.0,-28.28
1673128800,330.0,-34.64
1673132400,345.0,-38.64
1673136000,0.0,-40.0
1673139600,15.0,-38.64
1673143200,30.0,-34.64
1673146800,45.0,-28.28
1673150400,60.0,-20.0
1673154000,75.0,-10.35
1673157600,90.0,0.0
1673161200,105.0,10.35
1673164800,120.0,20.0
1673168400,135.0,28.28
1673172000,150.0,34.64
1673175600,165.0,38.64
1673179200,180.0,40.0
1673182800,195.0,38.64
1673186400,210.0,34.64
1673190000,225.0,28.28
1673193600,240.0,20.0
1673197200,255.0,10.35
1673200800,270.0,0.0
1673204400,285.0,-10.35
1673208000,300.0,-20.0
1673211600,315.0,-28.28
1673215200,330.0,-34.64
1673218800,345.0,-38.64
1673222400,0.0,-40.0
1673226000,15.0,-38.64
1673229600,30.0,-34.64
1673233200,45.0,-28.28
1673236800,60.0,-20.0
1673240400,75.0,-10.35
1673244000,90.0,0.0
1673247600,105.0,10.35
1673251200,120.0,20.0
1673254800,135.0,28.28
1673258400,150.0,34.64
1673262000,165.0,38.64
1673265600,180.0,40.0
1673269200,195.0,38.64
1673272800,210.0,34.64
1673276400,225.0,28.28
1673280000,240.0,20.0
1673283600,255.0,10.35
1673287200,270.0,0.0
1673290800,285.0,-10.35
1673294400,300.0,-20.0
1673298000,315.0,-28.28
1673301600,330.0,-34.64
1673305200,345.0,-38.64
1673308800,0.0,-40.0
1673312400,15.0,-38.64
1673316000,30.0,-34.64
1673319600,45.0,-28.28
1673323200,60.0,-20.0
